 market ,country_code,region,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,round_A,round_B, funding_total_usd 
,,,1,,,,0,0,0,0, -   
 Software ,FRA,Paris,1,1994-01,1994-Q1,1994,0,13000000,0,0," 1,30,00,000 "
,USA,"Washington, D.C.",3,,,,0,6800000,0,0," 68,00,000 "
 Hardware + Software ,USA,"Washington, D.C.",3,2009-01,2009-Q1,2009,0,4137153,0,0," 60,08,656 "
 Clean Technology ,USA,Honolulu,2,2007-07,2007-Q3,2007,0,27000000,0,9000000," 2,70,00,000 "
 Human Resources ,USA,SF Bay Area,4,2008-01,2008-Q1,2008,0,32900000,17500000,8000000," 3,29,00,000 "
 Clean Technology ,ZAF,Johannesburg,1,,,,0,0,0,0," 3,15,00,000 "
 Fashion ,USA,New York City,3,2011-01,2011-Q1,2011,2600000,0,0,0," 41,82,500 "
 Biotechnology ,ARG,Buenos Aires,1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Advertising ,CHN,Guangzhou,2,,,,0,13200000,13200000,0," 1,32,00,000 "
 Apps ,USA,SF Bay Area,4,2011-11,2011-Q4,2011,110000,70000,0,0," 1,80,000 "
 Software ,ITA,Milan,1,,,,0,2520000,0,0," 25,20,000 "
 Android ,FRA,Paris,2,2012-09,2012-Q3,2012,1150000,0,0,0," 11,50,000 "
 Curated Web ,USA,New York City,1,2014-01,2014-Q1,2014,20000,0,0,0,"20,000"
 Advertising ,ARG,Buenos Aires,1,2007-01,2007-Q1,2007,0,0,0,0," 4,50,000 "
 Android ,CAN,Toronto,4,,,,0,30500000,0,0," 3,55,00,000 "
 Video on Demand ,SWE,Stockholm,1,2013-10,2013-Q4,2013,0,0,0,0," 1,35,905 "
 E-Commerce ,GBR,London,1,2013-09,2013-Q3,2013,922350,0,0,0," 9,22,350 "
 Android ,BEL,Brussels,1,2012-03,2012-Q1,2012,1940850,0,0,0," 19,40,850 "
 Mobile ,USA,"Washington, D.C.",1,,,,0,0,0,0, -   
 Hardware + Software ,USA,New York City,2,2012-10,2012-Q4,2012,1640000,0,0,0," 16,40,000 "
 Photography ,USA,Salt Lake City,1,1984-06,1984-Q2,1984,0,0,0,0," 1,45,000 "
 Plumbers ,USA,SF Bay Area,5,2011-12,2011-Q4,2011,6450820,11300000,11300000,0," 1,77,50,820 "
 Cloud Infrastructure ,USA,SF Bay Area,5,2008-01,2008-Q1,2008,1225000,1625000,1625000,0," 33,50,000 "
 Education ,USA,"Wilmington, Delaware",1,2012-01,2012-Q1,2012,0,87000,0,0,"87,000"
 Public Relations ,RUS,Moscow,1,,,,0,0,0,0, -   
 Social Media ,BGR,Sofia,1,2010-10,2010-Q4,2010,31527,0,0,0,"31,527"
 Curated Web ,USA,New York City,2,2012-05,2012-Q2,2012,0,43000000,8000000,35000000," 4,30,00,000 "
 Real Estate ,USA,Boston,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Retail ,USA,Dallas,1,2011-06,2011-Q2,2011,0,0,0,0," 5,30,000 "
 Curated Web ,ARG,Buenos Aires,1,2008-01,2008-Q1,2008,0,0,0,0, -   
 Curated Web ,,,1,,,,0,0,0,0, -   
 Mobile ,ISR,Tel Aviv,1,2009-02,2009-Q1,2009,1300000,0,0,0," 13,00,000 "
 Curated Web ,USA,New York City,2,,,,185000,0,0,0," 1,85,000 "
 Twitter Applications ,USA,Louisville,1,2010-02,2010-Q1,2010,255000,0,0,0," 2,55,000 "
,,,1,2011-12,2011-Q4,2011,110000,0,0,0," 1,10,000 "
 Hospitality ,USA,New York City,1,,,,0,0,0,0, -   
 Security ,USA,SF Bay Area,2,2012-01,2012-Q1,2012,700000,3400000,3400000,0," 41,00,000 "
 Advertising ,USA,New York City,1,2011-11,2011-Q4,2011,0,0,0,0," 1,80,000 "
 Social Media ,USA,Austin,1,2010-01,2010-Q1,2010,20000,0,0,0,"20,000"
,USA,Dallas,1,,,,2100000,0,0,0," 21,00,000 "
 Public Transportation ,USA,SF Bay Area,1,2013-01,2013-Q1,2013,2300000,0,0,0," 23,00,000 "
 Lifestyle Businesses ,USA,New York City,1,2013-01,2013-Q1,2013,1100000,0,0,0," 11,00,000 "
,,,1,,,,0,0,0,0, -   
 Content ,USA,SF Bay Area,1,2006-09,2006-Q3,2006,0,5000000,0,5000000," 50,00,000 "
 Hardware + Software ,GBR,GBR - Other,1,,,,500000,0,0,0," 5,00,000 "
 Hardware ,USA,SF Bay Area,1,2005-01,2005-Q1,2005,0,1600000,1600000,0," 16,00,000 "
 Education ,CAN,Toronto,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 Reviews and Recommendations ,BRA,Sao Paulo,4,2010-05,2010-Q2,2010,60000,5500000,0,5500000," 55,60,000 "
,,,1,1986-04,1986-Q2,1986,0,0,0,0," 28,73,563 "
 E-Commerce ,CHN,Beijing,1,,,,0,10000000,10000000,0," 1,00,00,000 "
 Travel ,FRA,Rennes,1,2009-09,2009-Q3,2009,0,0,0,0," 2,46,560 "
 Twitter Applications ,FRA,FRA - Other,1,2010-10,2010-Q4,2010,0,0,0,0," 2,77,120 "
 E-Commerce ,FRA,Paris,1,,,,0,1956300,1956300,0," 19,56,300 "
 Health and Wellness ,FRA,Paris,2,2012-06,2012-Q2,2012,914005,1400000,0,0," 23,14,005 "
 E-Commerce ,GBR,London,1,1999-01,1999-Q1,1999,0,3000000,3000000,0," 30,00,000 "
 Biotechnology ,USA,Long Island,3,2010-01,2010-Q1,2010,0,13500000,0,0," 1,35,00,000 "
 Biotechnology ,USA,Florida's Treasure Coast,1,2009-01,2009-Q1,2009,0,400000,0,0," 4,00,000 "
 Real Estate ,USA,Austin,1,1983-01,1983-Q1,1983,0,2000000,0,0," 20,00,000 "
 E-Commerce ,USA,New York City,3,,,,0,2575000,0,0," 35,75,000 "
 Software ,,,1,,,,381000,0,0,0," 3,81,000 "
 Enterprise Software ,GBR,London,1,,,,0,9690000,0,0," 96,90,000 "
 Transportation ,USA,WY - Other,1,2010-02,2010-Q1,2010,0,0,0,0, -   
 Networking ,USA,New York City,3,2000-01,2000-Q1,2000,0,16000000,0,0," 2,19,99,992 "
 Biotechnology ,USA,IA - Other,4,2006-01,2006-Q1,2006,0,10341391,0,0," 7,11,03,391 "
 Enterprise Software ,USA,SF Bay Area,2,2010-01,2010-Q1,2010,0,43500000,10500000,33000000," 4,35,00,000 "
 Electric Vehicles ,,,1,2010-01,2010-Q1,2010,0,815506,0,0," 8,15,506 "
 Photography ,CHN,Beijing,1,,,,0,4392386,4392386,0," 43,92,386 "
 Software ,USA,Boston,3,2013-05,2013-Q2,2013,10000000,15000000,15000000,0," 2,54,95,000 "
 Advertising ,ISR,Tel Aviv,7,2006-01,2006-Q1,2006,0,49660149,0,0," 4,96,60,149 "
 Biotechnology ,,,1,,,,0,10000000,0,10000000," 1,00,00,000 "
 Games ,SGP,Singapore,2,2011-01,2011-Q1,2011,900000,0,0,0," 23,00,000 "
 Software ,USA,Austin,1,2012-01,2012-Q1,2012,0,0,0,0," 2,50,000 "
 Accounting ,USA,SF Bay Area,1,2008-01,2008-Q1,2008,400000,0,0,0," 4,00,000 "
 Finance ,GBR,Bolton Upon Dearne,1,,,,0,0,0,0, -   
 Health Care ,USA,Raleigh,1,2011-01,2011-Q1,2011,0,2525000,2525000,0," 25,25,000 "
 Entertainment ,USA,Los Angeles,1,2009-08,2009-Q3,2009,0,0,0,0, -   
 Brand Marketing ,,,1,2013-04,2013-Q2,2013,5000,0,0,0,"5,000"
 Software ,USA,"Portland, Maine",1,,,,0,0,0,0," 5,00,000 "
 Software ,CAN,Toronto,1,2012-01,2012-Q1,2012,50000,0,0,0,"50,000"
 Biotechnology ,USA,Roanoke,3,,,,0,3169200,2500000,0," 31,69,200 "
 Biotechnology ,USA,Boston,1,,,,0,2988252,2988252,0," 29,88,252 "
 Biotechnology ,USA,Winston-Salem,2,2008-01,2008-Q1,2008,0,8863225,0,0," 88,63,225 "
 Biotechnology ,USA,San Antonio,2,1997-01,1997-Q1,1997,0,4871149,0,0," 48,71,149 "
 Medical Devices ,ISL,ISL - Other,4,2009-01,2009-Q1,2009,0,4000000,4000000,0," 40,00,000 "
 Biotechnology ,USA,St. Louis,3,1999-01,1999-Q1,1999,1127730,5675098,0,0," 76,89,954 "
 Biotechnology ,USA,Tampa,1,2011-01,2011-Q1,2011,0,0,0,0," 8,00,000 "
 Social Recruiting ,IDN,Jakarta,1,2013-06,2013-Q2,2013,0,0,0,0, -   
 Mobile ,FRA,Rennes,1,,,,0,1010000,1010000,0," 10,10,000 "
 Games ,,,1,2012-01,2012-Q1,2012,0,0,0,0," 1,20,000 "
 Medical ,GBR,London,1,,,,2980649,0,0,0," 29,80,649 "
 Design ,USA,SF Bay Area,1,2013-01,2013-Q1,2013,0,12352614,12352614,0," 1,23,52,614 "
 Social Media ,,,1,2012-01,2012-Q1,2012,0,0,0,0," 3,85,980 "
 Software ,,,2,,,,0,3427887,0,0," 34,27,887 "
 Enterprise Software ,USA,SF Bay Area,1,1983-01,1983-Q1,1983,0,14000000,0,0," 1,40,00,000 "
 Education ,FRA,Paris,1,,,,40000,0,0,0,"40,000"
 Curated Web ,IND,Mumbai,1,2012-08,2012-Q3,2012,0,0,0,0," 1,50,000 "
 Software ,KOR,Seoul,1,2013-07,2013-Q3,2013,0,0,0,0," 2,58,043 "
 Food Processing ,USA,Santa Barbara,1,2009-01,2009-Q1,2009,0,6000000,0,0," 60,00,000 "
 News ,USA,Atlanta,1,2012-11,2012-Q4,2012,0,0,0,0,"16,000"
 Biotechnology ,USA,Boston,1,2009-01,2009-Q1,2009,0,16070505,0,0," 1,60,70,505 "
 Games ,FRA,Paris,3,2003-01,2003-Q1,2003,0,19400000,6300000,6900000," 1,94,00,000 "
 Social Network Media ,CHL,Santiago,1,2013-01,2013-Q1,2013,40000,0,0,0,"40,000"
 Health and Wellness ,USA,Dallas,1,2008-01,2008-Q1,2008,0,585000,0,0," 5,85,000 "
 Mobility ,USA,Pittsburgh,4,2010-04,2010-Q2,2010,580000,0,0,0," 8,30,000 "
 IT and Cybersecurity ,USA,VA - Other,1,,,,0,0,0,0, -   
 Health Care ,USA,Oklahoma City,1,2012-01,2012-Q1,2012,0,100000,0,0," 1,00,000 "
 Curated Web ,USA,Austin,1,2005-11,2005-Q4,2005,0,0,0,0, -   
 Mobile ,USA,Dallas,2,2008-10,2008-Q4,2008,0,1750000,1750000,0," 17,50,000 "
 Travel ,GBR,London,1,1980-01,1980-Q1,1980,0,0,0,0," 1,36,37,262 "
,FRA,Paris,1,2006-06,2006-Q2,2006,0,0,0,0, -   
 Advertising ,SWE,Stockholm,1,,,,0,4760000,0,0," 47,60,000 "
 Software ,,,1,,,,0,0,0,0,"25,000"
 Marketplaces ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,2520000,0,0,0," 25,20,000 "
,,,2,,,,3908706,0,0,0," 39,08,706 "
 SaaS ,USA,Minneapolis,4,2011-01,2011-Q1,2011,0,24724245,0,0," 2,47,24,245 "
 Games ,CHL,Santiago,1,2012-08,2012-Q3,2012,40000,0,0,0,"40,000"
 Social Media ,,,1,,,,500000,0,0,0," 5,00,000 "
,,,1,,,,25000,0,0,0,"25,000"
 Web Development ,IND,New Delhi,1,2009-08,2009-Q3,2009,1000000,0,0,0," 10,00,000 "
 Hardware ,,,1,2008-05,2008-Q2,2008,0,1500000,1500000,0," 15,00,000 "
 E-Commerce ,USA,New York City,3,2012-01,2012-Q1,2012,2300000,7800000,7800000,0," 1,04,00,000 "
 SaaS ,FRA,Paris,1,,,,0,0,0,0, -   
 Biotechnology ,,,1,,,,0,10869100,0,0," 1,08,69,100 "
 Spas ,GBR,London,1,2010-03,2010-Q1,2010,0,1740000,0,0," 17,40,000 "
 Public Relations ,USA,Omaha,4,2002-01,2002-Q1,2002,0,5400000,0,0," 2,04,00,000 "
 Infrastructure Builders ,,,1,2014-03,2014-Q1,2014,0,0,0,0, -   
 Cloud Data Services ,USA,Los Angeles,2,,,,1300000,0,0,0," 13,00,000 "
 Semiconductors ,USA,SF Bay Area,4,2009-01,2009-Q1,2009,0,26412036,0,0," 2,64,12,036 "
 Software ,FIN,Helsinki,1,2014-01,2014-Q1,2014,0,0,0,0, -   
 Health and Wellness ,USA,Boston,1,2006-03,2006-Q1,2006,0,0,0,0," 2,00,00,000 "
 Health and Wellness ,ISR,Tel Aviv,1,2004-01,2004-Q1,2004,0,14000000,0,14000000," 1,40,00,000 "
 Education ,USA,Milwaukee,3,,,,20000,232312,0,0," 2,52,312 "
 Manufacturing ,USA,Seattle,1,2007-01,2007-Q1,2007,0,0,0,0, -   
 Health and Wellness ,USA,PA - Other,3,1987-01,1987-Q1,1987,0,3102770,0,0," 31,02,770 "
,USA,South Bend,1,1996-01,1996-Q1,1996,0,0,0,0, -   
 Software ,USA,St. Louis,1,2004-01,2004-Q1,2004,0,100000,0,0," 1,00,000 "
 Hardware + Software ,,,1,2006-08,2006-Q3,2006,0,1100,0,0,"1,100"
 E-Commerce ,USA,Jacksonville,1,2012-01,2012-Q1,2012,0,0,0,0," 10,00,000 "
 Health and Wellness ,USA,Salt Lake City,3,2008-01,2008-Q1,2008,300000,617500,0,0," 9,17,500 "
 Technology ,USA,Baltimore,3,2008-01,2008-Q1,2008,0,28340149,0,0," 2,83,40,149 "
 Analytics ,,,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Software ,USA,Atlanta,1,,,,0,0,0,0," 1,70,000 "
 Finance ,GBR,London,1,2010-01,2010-Q1,2010,2000000,0,0,0," 20,00,000 "
 Health Care ,USA,San Diego,4,,,,0,6835500,0,0," 68,35,500 "
 Finance ,USA,Minneapolis,1,,,,0,0,0,0," 12,50,000 "
 Education ,USA,SF Bay Area,2,2006-01,2006-Q1,2006,0,0,0,0," 72,00,000 "
 Media ,JOR,Amman,1,2008-01,2008-Q1,2008,0,0,0,0, -   
 Software ,NZL,Wellington,1,,,,0,786000,0,0," 7,86,000 "
 Music ,USA,Atlanta,2,2009-01,2009-Q1,2009,120000,0,0,0," 1,20,000 "
 Consulting ,GBR,GBR - Other,1,2003-11,2003-Q4,2003,761409,0,0,0," 7,61,409 "
 Biotechnology ,NLD,Amsterdam,1,,,,0,12809000,0,0," 1,28,09,000 "
 Shopping ,BEL,Brussels,2,2000-01,2000-Q1,2000,0,47511678,0,0," 4,75,11,678 "
 Clean Technology ,,,1,,,,0,1100000,0,0," 11,00,000 "
 Software ,CAN,Toronto,1,2008-06,2008-Q2,2008,0,2500000,0,2500000," 25,00,000 "
 Education ,,,1,2011-03,2011-Q1,2011,0,0,0,0, -   
 Social Media ,USA,New York City,1,2007-12,2007-Q4,2007,0,1000000,1000000,0," 10,00,000 "
 E-Commerce ,DZA,DZA - Other,1,2009-07,2009-Q3,2009,378812,0,0,0," 3,78,812 "
 App Marketing ,USA,KS - Other,3,2010-10,2010-Q4,2010,500000,1100000,1100000,0," 16,00,000 "
 Content ,USA,New York City,3,2004-03,2004-Q1,2004,0,39007789,7000000,11000000," 3,90,07,789 "
 Hospitality ,USA,Kansas City,1,2011-08,2011-Q3,2011,50000,0,0,0,"50,000"
 Art ,USA,SF Bay Area,2,2007-07,2007-Q3,2007,200000,2000000,2000000,0," 22,00,000 "
 Education ,USA,New Orleans,2,2009-01,2009-Q1,2009,100000,2000000,2000000,0," 21,00,000 "
 Marketplaces ,LTU,Vilnius,1,2013-08,2013-Q3,2013,150000,0,0,0," 1,50,000 "
 Analytics ,USA,SF Bay Area,1,2006-01,2006-Q1,2006,0,20000000,0,20000000," 2,00,00,000 "
 Music ,,,1,2012-03,2012-Q1,2012,23808,0,0,0,"23,808"
 Music ,,,1,2008-12,2008-Q4,2008,0,0,0,0, -   
 Hospitality ,USA,Los Angeles,1,2011-07,2011-Q3,2011,0,1700000,0,0," 17,00,000 "
,,,1,2014-03,2014-Q1,2014,377901,0,0,0," 3,77,901 "
 Games ,USA,"Naples, Florida",1,2007-07,2007-Q3,2007,0,0,0,0, -   
 File Sharing ,USA,SF Bay Area,2,2011-03,2011-Q1,2011,2800000,0,0,0," 28,00,000 "
 Small and Medium Businesses ,USA,SF Bay Area,1,2011-08,2011-Q3,2011,600000,0,0,0," 6,00,000 "
 SaaS ,USA,SF Bay Area,2,2006-10,2006-Q4,2006,1100000,0,0,0," 11,00,000 "
 E-Commerce ,GBR,Cambridgeshire,1,,,,0,1375748,0,0," 13,75,748 "
 Crowdsourcing ,USA,New York City,1,2009-04,2009-Q2,2009,0,10000000,0,0," 1,00,00,000 "
 Games ,CHL,Santiago,1,2011-01,2011-Q1,2011,40000,0,0,0,"40,000"
 Curated Web ,USA,Houston,1,2008-05,2008-Q2,2008,0,0,0,0, -   
,USA,Austin,1,2013-01,2013-Q1,2013,0,0,0,0,"10,000"
 Families ,USA,SF Bay Area,2,2012-07,2012-Q3,2012,20000,0,0,0,"20,000"
 Games ,BGR,Sofia,3,2013-03,2013-Q1,2013,295157,0,0,0," 2,95,157 "
 Education ,USA,SF Bay Area,2,2012-01,2012-Q1,2012,0,10100000,0,10100000," 1,01,00,000 "
 Enterprise Software ,USA,Seattle,2,,,,0,14020000,4020000,10000000," 1,40,20,000 "
 Education ,USA,St. Cloud,1,2010-01,2010-Q1,2010,0,0,0,0," 1,70,000 "
 Publishing ,RUS,RUS - Other,1,,,,300000,0,0,0," 3,00,000 "
 E-Commerce ,URY,Montevideo,3,2012-01,2012-Q1,2012,165000,500000,500000,0," 6,65,000 "
 Curated Web ,SGP,Singapore,1,2012-01,2012-Q1,2012,40000,0,0,0,"40,000"
,USA,Newark,1,2012-10,2012-Q4,2012,0,0,0,0, -   
 Video ,,,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Photography ,JPN,Tokyo,1,2012-02,2012-Q1,2012,500000,0,0,0," 5,00,000 "
 Parenting ,USA,Minneapolis,4,2010-01,2010-Q1,2010,85000,100000,0,0," 9,00,000 "
 Curated Web ,USA,SF Bay Area,3,2008-01,2008-Q1,2008,0,3225000,0,0," 32,25,000 "
 Curated Web ,,,1,,,,0,0,0,0, -   
 Entertainment ,CAN,Calgary,1,2012-01,2012-Q1,2012,0,0,0,0," 89,67,644 "
 Kids ,USA,New York City,1,2011-11,2011-Q4,2011,0,0,0,0," 2,00,000 "
 Mobile ,ISR,Netanya,1,2008-01,2008-Q1,2008,0,1200000,1200000,0," 12,00,000 "
 Enterprise Software ,USA,Miami,1,2012-11,2012-Q4,2012,0,5000000,5000000,0," 50,00,000 "
 Mobile ,USA,New York City,1,2011-12,2011-Q4,2011,0,0,0,0," 6,50,000 "
 Publishing ,,,1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Games ,CHN,Shenzhen,1,,,,0,0,0,0, -   
 Software ,KOR,Seoul,1,2012-04,2012-Q2,2012,0,0,0,0," 2,62,729 "
 Hospitality ,USA,Newark,1,2011-05,2011-Q2,2011,0,0,0,0, -   
 Education ,CAN,Montreal,1,2013-05,2013-Q2,2013,0,0,0,0," 1,50,000 "
 Security ,USA,Memphis,1,2013-08,2013-Q3,2013,15000,0,0,0,"15,000"
 E-Commerce ,USA,Los Angeles,1,2011-04,2011-Q2,2011,0,0,0,0, -   
 Health Care ,USA,Atlanta,1,2012-01,2012-Q1,2012,0,0,0,0," 10,00,000 "
 Loyalty Programs ,GBR,London,1,2007-08,2007-Q3,2007,0,4209381,4209381,0," 42,09,381 "
 Kids ,USA,Los Angeles,1,2005-12,2005-Q4,2005,0,0,0,0," 30,00,000 "
 Curated Web ,,,1,,,,0,0,0,0, -   
 Social Media ,USA,SF Bay Area,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Web Browsers ,USA,San Diego,6,2006-01,2006-Q1,2006,8000000,10400000,0,0," 1,84,00,000 "
 Games ,USA,New York City,1,2010-01,2010-Q1,2010,0,0,0,0, -   
 Social Network Media ,USA,Miami,1,2012-03,2012-Q1,2012,40000,0,0,0,"40,000"
 Mobile ,DNK,Copenhagen,1,2013-01,2013-Q1,2013,0,0,0,0," 1,28,660 "
 Travel ,USA,Philadelphia,1,2007-01,2007-Q1,2007,0,1800000,1800000,0," 18,00,000 "
 Cloud Data Services ,USA,Seattle,1,2008-01,2008-Q1,2008,0,20000000,20000000,0," 2,00,00,000 "
 Messaging ,JPN,Tokyo,1,2010-08,2010-Q3,2010,200000,0,0,0," 2,00,000 "
 Software ,USA,Tucson,1,2011-04,2011-Q2,2011,1500000,0,0,0," 15,00,000 "
 Mobile ,USA,SF Bay Area,1,2010-01,2010-Q1,2010,0,7300000,0,0," 73,00,000 "
 Gift Card ,CAN,Vancouver,4,2011-01,2011-Q1,2011,745000,0,0,0," 7,45,000 "
,USA,Madison,1,,,,0,0,0,0," 6,79,371 "
 Advertising ,USA,SF Bay Area,5,2010-07,2010-Q3,2010,0,15000000,4000000,11000000," 1,53,00,000 "
 Finance ,,,1,,,,40000,0,0,0,"40,000"
 Adventure Travel ,USA,Anaheim,1,2009-01,2009-Q1,2009,0,0,0,0," 2,65,000 "
 Messaging ,CAN,Toronto,3,2009-01,2009-Q1,2009,0,65800000,8000000,19500000," 6,58,00,000 "
 Health and Wellness ,USA,Boston,2,2006-01,2006-Q1,2006,0,0,0,0," 13,46,000 "
 Web Development ,,,1,,,,50000,0,0,0,"50,000"
 Semiconductors ,CAN,Toronto,2,,,,0,514396,0,514396," 5,14,396 "
 Infrastructure ,KEN,Nairobi,1,2013-04,2013-Q2,2013,100000,0,0,0," 1,00,000 "
 Clean Technology ,USA,Milwaukee,2,2004-01,2004-Q1,2004,0,2250000,2250000,0," 31,50,000 "
 Blogging Platforms ,,,1,2007-01,2007-Q1,2007,0,0,0,0," 2,50,000 "
 Semiconductors ,USA,SF Bay Area,4,2001-01,2001-Q1,2001,0,42450000,0,0," 4,24,50,000 "
 Web Hosting ,GBR,Glasgow,1,2010-10,2010-Q4,2010,3224766,0,0,0," 32,24,766 "
 Mobile ,USA,SF Bay Area,1,2010-01,2010-Q1,2010,770000,0,0,0," 7,70,000 "
 Nonprofits ,USA,Austin,4,2007-01,2007-Q1,2007,0,4914999,0,4000000," 49,14,999 "
,GBR,Congleton,1,,,,0,2500000,0,0," 25,00,000 "
 Education ,CHL,Santiago,1,2011-01,2011-Q1,2011,40000,0,0,0,"40,000"
 Web Tools ,NLD,Amsterdam,1,2008-08,2008-Q3,2008,0,0,0,0," 3,21,650 "
 Artificial Intelligence ,USA,"Portland, Oregon",1,2012-06,2012-Q2,2012,0,70000,0,0,"70,000"
 Machine Learning ,USA,SF Bay Area,2,2011-08,2011-Q3,2011,130420,0,0,0," 1,30,420 "
,KEN,Nairobi,1,2010-05,2010-Q2,2010,0,0,0,0, -   
 Internet ,USA,Los Angeles,2,2011-01,2011-Q1,2011,0,27000000,0,0," 2,70,00,000 "
 Software ,ESP,Barcelona,2,2005-01,2005-Q1,2005,0,1580000,0,1580000," 17,98,750 "
 Software ,AUT,AUT - Other,1,2007-01,2007-Q1,2007,0,5460000,5460000,0," 54,60,000 "
 Messaging ,USA,SF Bay Area,1,2010-06,2010-Q2,2010,310000,0,0,0," 3,10,000 "
 Consulting ,USA,Tallahassee,1,2011-01,2011-Q1,2011,0,500000,500000,0," 5,00,000 "
 Health Care ,USA,Denver,3,2010-04,2010-Q2,2010,25000,1250000,0,0," 16,25,000 "
 Software ,,,1,,,,0,0,0,0, -   
,USA,Tampa,1,2013-01,2013-Q1,2013,0,179999,0,0," 1,79,999 "
 Biotechnology ,USA,Seattle,1,2009-01,2009-Q1,2009,0,5000000,5000000,0," 50,00,000 "
 CRM ,USA,Nashville,1,2011-06,2011-Q2,2011,250000,0,0,0," 2,50,000 "
 Publishing ,USA,New York City,1,2010-01,2010-Q1,2010,0,2300000,0,2300000," 23,00,000 "
 Web Hosting ,GBR,London,2,2007-04,2007-Q2,2007,0,0,0,0, -   
 Health Care ,USA,SF Bay Area,2,2012-01,2012-Q1,2012,0,6309755,0,0," 63,09,755 "
 Mobile ,,,1,2013-06,2013-Q2,2013,0,0,0,0, -   
 Medical ,,,3,,,,0,31000000,0,11000000," 3,10,00,000 "
 Hardware + Software ,PRT,Porto,1,2007-01,2007-Q1,2007,0,2600000,0,2600000," 26,00,000 "
 Health Care ,USA,SF Bay Area,5,2001-01,2001-Q1,2001,0,32697790,0,0," 3,37,37,640 "
 Kinect ,BEL,Antwerpen,2,2013-02,2013-Q1,2013,39260,0,0,0,"39,260"
 Software ,IRL,Dublin,1,,,,0,800420,0,0," 8,00,420 "
 Software ,USA,"Washington, D.C.",1,2011-01,2011-Q1,2011,300000,0,0,0," 3,00,000 "
 Manufacturing ,USA,SF Bay Area,4,2010-01,2010-Q1,2010,0,16000000,0,0," 2,70,85,039 "
 Biotechnology ,USA,Seattle,6,2007-12,2007-Q4,2007,0,9797510,0,0," 97,97,510 "
 Sensors ,USA,San Diego,1,,,,0,1100000,0,0," 11,00,000 "
,,,1,,,,19311,0,0,0,"19,311"
 Analytics ,USA,New York City,1,,,,0,2999000,2999000,0," 29,99,000 "
 Social Media Marketing ,USA,New York City,4,2011-10,2011-Q4,2011,0,26000000,8000000,18000000," 3,20,00,000 "
 Mobile ,USA,SF Bay Area,10,2001-01,2001-Q1,2001,0,30503000,0,0," 4,54,49,379 "
 Biotechnology ,USA,Buffalo,5,2004-01,2004-Q1,2004,0,14049600,0,0," 5,40,49,600 "
 Craft Beer ,USA,Elmira,1,2014-07,2014-Q3,2014,0,0,0,0, -   
 Manufacturing ,USA,SF Bay Area,1,2008-08,2008-Q3,2008,0,10000000,0,0," 1,00,00,000 "
 Video Games ,,,2,,,,0,5124450,0,0," 51,24,450 "
 Software ,GBR,London,1,2003-08,2003-Q3,2003,0,43000000,43000000,0," 4,30,00,000 "
 Enterprise Software ,CHN,Shenzhen,3,1993-08,1993-Q3,1993,0,10850000,0,2410000," 1,08,50,000 "
,KHM,Phnom Penh,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 Education ,USA,Des Moines,1,2012-09,2012-Q3,2012,0,0,0,0, -   
 Games ,USA,St. Louis,4,2009-01,2009-Q1,2009,365000,0,0,0," 33,65,000 "
 Finance ,USA,SF Bay Area,1,2004-01,2004-Q1,2004,0,0,0,0, -   
 Software ,USA,New York City,1,2011-06,2011-Q2,2011,500000,0,0,0," 5,00,000 "
 Software ,USA,IA - Other,3,1992-01,1992-Q1,1992,0,1301440,0,0," 13,01,440 "
,USA,Baltimore,1,2014-08,2014-Q3,2014,0,0,0,0," 5,00,000 "
 Curated Web ,USA,Los Angeles,2,,,,0,0,0,0, -   
 Games ,USA,New York City,1,2013-11,2013-Q4,2013,0,0,0,0, -   
 Games ,TWN,Taiwan,2,2008-01,2008-Q1,2008,0,17000000,2000000,15000000," 1,70,00,000 "
 Hardware + Software ,USA,Fresno,1,1993-01,1993-Q1,1993,0,0,0,0," 2,55,000 "
 Finance ,GBR,Tewkesbury,1,2001-01,2001-Q1,2001,0,7719600,0,0," 77,19,600 "
 Software ,CHN,Shenzhen,1,,,,0,1800000,1800000,0," 18,00,000 "
 Software ,HKG,Hong Kong,1,1998-01,1998-Q1,1998,0,50000000,0,0," 5,00,00,000 "
 Web Hosting ,CHN,Beijing,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Software ,CHN,Beijing,1,2010-11,2010-Q4,2010,0,18600000,18600000,0," 1,86,00,000 "
 Clean Technology ,GBR,North Ayrshire,1,,,,0,1180238,0,0," 11,80,238 "
 Manufacturing ,USA,Austin,1,2010-01,2010-Q1,2010,0,0,0,0, -   
 Software ,CHN,Beijing,1,,,,0,0,0,0, -   
 Design ,USA,Seattle,1,2008-01,2008-Q1,2008,0,437500,0,0," 4,37,500 "
 Travel ,DEU,Frankfurt,1,2006-01,2006-Q1,2006,881000,0,0,0," 8,81,000 "
