 market ,country_code,region,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,round_A,round_B, funding_total_usd 
 Software ,USA,Boston,3,1999-01,1999-Q1,1999,0,20000000,0,0," 2,50,00,000 "
 Software ,USA,Pittsburgh,1,2011-01,2011-Q1,2011,0,25000,0,0,"25,000"
 Virtual Workforces ,USA,Los Angeles,1,2006-12,2006-Q4,2006,0,0,0,0," 25,00,000 "
 Mobile Games ,USA,Napa Valley,1,2013-01,2013-Q1,2013,50000,0,0,0,"50,000"
 Product Design ,USA,SF Bay Area,1,2012-07,2012-Q3,2012,1000000,0,0,0," 10,00,000 "
 Security ,USA,Napa Valley,2,,,,0,8500000,8500000,0," 1,62,00,000 "
 Security ,,,1,,,,20000,0,0,0,"20,000"
 Finance ,SGP,Singapore,1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Enterprise Software ,USA,Louisville,2,2011-03,2011-Q1,2011,0,1060000,750000,0," 10,60,000 "
 Software ,USA,Louisville,1,2009-01,2009-Q1,2009,0,65000,0,0,"65,000"
 Apps ,USA,Chicago,1,2010-09,2010-Q3,2010,0,1100000,1100000,0," 11,00,000 "
 Social Media ,,,1,2012-01,2012-Q1,2012,25000,0,0,0,"25,000"
 E-Commerce ,USA,Los Angeles,1,2011-04,2011-Q2,2011,0,0,0,0, -   
 Finance ,USA,"Portland, Oregon",1,2009-01,2009-Q1,2009,0,0,0,0," 46,00,000 "
 Software ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,1500000,0,0,0," 15,00,000 "
 Enterprise Software ,BRA,Espirito Santo,1,2008-01,2008-Q1,2008,52840,0,0,0,"52,840"
 Curated Web ,USA,SF Bay Area,2,2007-04,2007-Q2,2007,734828,3120000,3120000,0," 38,54,828 "
 Mobile ,,,1,2011-07,2011-Q3,2011,0,100000,0,0," 1,00,000 "
 Software ,USA,Orlando,4,2005-01,2005-Q1,2005,0,13708650,0,0," 1,52,08,650 "
 Hardware ,USA,Seattle,1,,,,0,0,0,0," 45,00,000 "
,,,1,2014-02,2014-Q1,2014,225000,0,0,0," 2,25,000 "
 Education ,COL,Bogota,2,2012-07,2012-Q3,2012,49934,0,0,0," 1,99,934 "
,,,1,,,,0,0,0,0, -   
 Medical ,USA,Birmingham,1,2014-02,2014-Q1,2014,0,0,0,0, -   
 Mobile ,IND,Mumbai,1,2012-11,2012-Q4,2012,0,500000,0,0," 5,00,000 "
 Health and Wellness ,USA,New York City,1,2005-01,2005-Q1,2005,309786,0,0,0," 3,09,786 "
 Mobile ,USA,SF Bay Area,3,2011-01,2011-Q1,2011,0,13500000,8500000,0," 1,55,00,000 "
,USA,Evansville,1,2008-07,2008-Q3,2008,0,0,0,0, -   
 Finance ,USA,New York City,1,2008-09,2008-Q3,2008,418000,0,0,0," 4,18,000 "
 Games ,USA,SF Bay Area,1,,,,0,0,0,0,"50,000"
,,,1,,,,0,0,0,0, -   
 Real Estate ,USA,GA - Other,1,2014-03,2014-Q1,2014,0,0,0,0," 7,63,641 "
 Education ,USA,Minneapolis,1,2005-12,2005-Q4,2005,0,0,0,0, -   
 Finance ,,,1,,,,0,1730000,1730000,0," 17,30,000 "
 Mobile Commerce ,USA,SF Bay Area,3,2010-01,2010-Q1,2010,2300000,2643000,1500000,0," 49,43,000 "
 Sales and Marketing ,USA,SC - Other,1,2000-01,2000-Q1,2000,0,0,0,0, -   
 Finance Technology ,GBR,London,1,2011-08,2011-Q3,2011,0,1664558,1664558,0," 16,64,558 "
 E-Commerce ,USA,Hartford,2,2007-01,2007-Q1,2007,1500001,246000,0,0," 17,46,001 "
 Mobile ,GBR,London,1,1999-01,1999-Q1,1999,0,9620000,0,0," 96,20,000 "
,,,1,2014-03,2014-Q1,2014,0,0,0,0," 1,85,295 "
 Data Center Infrastructure ,USA,Seattle,1,1996-01,1996-Q1,1996,0,40000000,0,0," 4,00,00,000 "
 Curated Web ,USA,SF Bay Area,1,2008-11,2008-Q4,2008,0,7400000,7400000,0," 74,00,000 "
,,,1,2012-01,2012-Q1,2012,16574,0,0,0,"16,574"
 Biotechnology ,CHE,Schlieren,1,2006-11,2006-Q4,2006,0,420763,0,0," 4,20,763 "
 Mobile ,USA,SF Bay Area,6,2009-01,2009-Q1,2009,2250000,15999994,5000000,10999994," 1,97,49,994 "
 Health and Wellness ,USA,Minneapolis,5,2006-01,2006-Q1,2006,0,32652800,0,0," 4,66,52,379 "
 Curated Web ,IND,Mumbai,3,2006-01,2006-Q1,2006,0,8118770,0,1690000," 83,28,770 "
 Transportation ,USA,SF Bay Area,2,2010-01,2010-Q1,2010,2025000,0,0,0," 25,25,000 "
 Design ,USA,"Washington, D.C.",2,,,,0,6920000,3420000,3500000," 69,20,000 "
 Gamification ,USA,Dallas,2,2010-01,2010-Q1,2010,750000,500001,0,0," 12,50,001 "
 News ,USA,SF Bay Area,2,2005-01,2005-Q1,2005,100000,50000000,0,50000000," 5,01,00,000 "
 Enterprise Software ,BRA,Sao Paulo,1,2010-06,2010-Q2,2010,0,0,0,0," 35,00,000 "
 Software ,USA,Austin,3,2003-01,2003-Q1,2003,0,700000,0,0," 21,50,000 "
 E-Commerce ,AUS,Sydney,1,2010-01,2010-Q1,2010,0,0,0,0, -   
 Environmental Innovation ,GBR,GBR - Other,2,,,,0,13004958,0,0," 2,43,84,296 "
 Coupons ,,,1,2011-03,2011-Q1,2011,0,200000,0,0," 2,00,000 "
 Discounts ,GBR,London,1,,,,250000,0,0,0," 2,50,000 "
 Social Media ,USA,SF Bay Area,3,2011-02,2011-Q1,2011,90000,50000,0,0," 2,50,000 "
 Medical Devices ,ISR,ISR - Other,1,2004-01,2004-Q1,2004,0,2700000,0,0," 27,00,000 "
 Clean Technology ,USA,SF Bay Area,4,2005-01,2005-Q1,2005,0,22900000,0,0," 2,59,00,000 "
 Real Estate ,USA,Seattle,7,2004-10,2004-Q4,2004,0,96820000,770000,8000000," 9,68,20,000 "
 Software ,USA,Ft. Lauderdale,1,2011-01,2011-Q1,2011,0,271850,0,0," 2,71,850 "
 Consumer Electronics ,USA,SF Bay Area,1,2010-06,2010-Q2,2010,0,0,0,0, -   
 Software ,USA,Houston,1,2011-01,2011-Q1,2011,0,225000,0,0," 2,25,000 "
 Curated Web ,USA,Ft. Lauderdale,1,2007-01,2007-Q1,2007,0,397000,0,0," 3,97,000 "
 E-Commerce ,,,1,,,,600000,0,0,0," 6,00,000 "
 Biotechnology ,ISR,Tel Aviv,3,,,,0,10000000,0,0," 3,02,00,000 "
,USA,Anaheim,1,2007-12,2007-Q4,2007,30000,0,0,0,"30,000"
 Security ,FRA,FRA - Other,1,2006-01,2006-Q1,2006,0,242000,0,0," 2,42,000 "
 Enterprise Software ,USA,Boston,3,2009-01,2009-Q1,2009,0,1510000,0,0," 22,73,000 "
 Education ,USA,Palm Beaches,1,,,,0,1750000,0,0," 17,50,000 "
,USA,Nashville,1,,,,80000,0,0,0,"80,000"
 Hardware + Software ,ARE,Dubai,1,1997-01,1997-Q1,1997,0,0,0,0," 6,50,00,000 "
 IaaS ,USA,SF Bay Area,2,2011-01,2011-Q1,2011,4000000,9000000,9000000,0," 1,30,00,000 "
 Software ,USA,San Diego,1,1996-01,1996-Q1,1996,0,0,0,0," 7,20,00,000 "
 Finance ,GBR,London,2,2009-01,2009-Q1,2009,0,1140575,0,0," 11,40,575 "
 Startups ,,,1,2014-09,2014-Q3,2014,0,0,0,0, -   
,,,1,2010-01,2010-Q1,2010,0,0,0,0,"50,000"
 Software ,CAN,Toronto,1,,,,0,0,0,0," 7,50,00,000 "
 Television ,USA,Philadelphia,3,,,,0,9563440,6861058,0," 95,63,440 "
 Analytics ,CAN,BC - Other,2,,,,0,13300000,0,0," 1,33,00,000 "
 Software ,USA,Boston,2,2008-01,2008-Q1,2008,0,12453432,0,0," 1,24,53,432 "
 Consumers ,SGP,Singapore,5,2011-11,2011-Q4,2011,0,28400000,0,23000000," 2,84,00,000 "
 Internet Marketing ,NLD,Rotterdam,1,,,,0,0,0,0, -   
 Semiconductors ,IRL,IRL - Other,3,2004-01,2004-Q1,2004,0,26100000,0,5600000," 2,61,00,000 "
 Big Data Analytics ,USA,Boston,1,2012-02,2012-Q1,2012,0,0,0,0," 1,00,000 "
 Biotechnology ,USA,Raleigh,1,2009-01,2009-Q1,2009,0,250000,0,0," 2,50,000 "
 Software ,USA,Nashville,3,1995-01,1995-Q1,1995,1100000,2849998,0,0," 39,49,998 "
 Analytics ,USA,Baltimore,3,2011-12,2011-Q4,2011,0,4600000,4600000,0," 74,50,000 "
 Biotechnology ,USA,Long Island,1,1980-01,1980-Q1,1980,0,123200,0,0," 1,23,200 "
 Clean Technology ,USA,Baltimore,1,,,,0,0,0,0," 50,00,000 "
 Health and Wellness ,USA,Pittsburgh,3,2004-01,2004-Q1,2004,0,1600000,0,0," 28,00,718 "
 Marketing Automation ,USA,Boston,2,2006-01,2006-Q1,2006,0,11649999,0,0," 1,16,49,999 "
 Biotechnology ,USA,Seattle,1,2008-01,2008-Q1,2008,0,0,0,0,"50,000"
 Software ,USA,Milwaukee,4,2005-01,2005-Q1,2005,0,127120835,0,0," 12,71,20,835 "
 Curated Web ,USA,New York City,2,2011-01,2011-Q1,2011,0,753206,0,0," 7,53,206 "
 Consulting ,GBR,Wimbledon,1,2006-01,2006-Q1,2006,0,1212201,0,0," 12,12,201 "
 Cyber ,,,4,2004-01,2004-Q1,2004,0,39100000,0,17100000," 3,91,00,000 "
,COL,Bogota,1,,,,0,0,0,0, -   
 Web Development ,USA,Chicago,2,2011-12,2011-Q4,2011,0,0,0,0, -   
 Hardware + Software ,USA,Boston,4,2005-01,2005-Q1,2005,0,18155188,12000000,3000000," 1,81,55,188 "
 Logistics ,USA,Kansas City,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Clean Technology ,AUS,Perth,1,,,,0,1650000,0,0," 16,50,000 "
 Clean Technology ,IRL,Dublin,1,,,,0,1175760,0,0," 11,75,760 "
 Curated Web ,USA,Sacramento,1,,,,0,4225,0,0,"4,225"
 Biotechnology ,,,1,,,,0,0,0,0,"80,837"
 Mobile ,,,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Educational Games ,,,1,2012-01,2012-Q1,2012,20000,0,0,0,"20,000"
 Advertising Platforms ,USA,SF Bay Area,1,2012-10,2012-Q4,2012,500000,0,0,0," 5,00,000 "
 Games ,USA,SF Bay Area,5,2007-03,2007-Q1,2007,1650000,6460454,3500000,1000000," 81,10,454 "
 Finance ,USA,USA - Other,1,2001-09,2001-Q3,2001,0,0,0,0,"22,740"
 Web Hosting ,ISR,Tel Aviv,3,2012-01,2012-Q1,2012,1900000,25000000,10000000,15000000," 2,69,00,000 "
 Analytics ,USA,Newark,3,2001-01,2001-Q1,2001,0,11800000,5000000,0," 1,18,00,000 "
 Clean Technology ,USA,Chicago,3,2011-01,2011-Q1,2011,0,3000000,0,0," 40,00,000 "
 Biotechnology ,USA,SF Bay Area,5,2008-01,2008-Q1,2008,0,11448299,0,2499999," 1,18,98,299 "
 Clean Technology ,USA,SF Bay Area,5,2008-01,2008-Q1,2008,0,42250000,4000000,15000000," 4,22,50,000 "
 Semiconductors ,USA,Pittsburgh,3,1987-01,1987-Q1,1987,0,27313773,0,0," 2,80,63,773 "
 E-Commerce ,CAN,Toronto,2,2012-03,2012-Q1,2012,0,0,0,0, -   
 Manufacturing ,SGP,Singapore,3,2009-01,2009-Q1,2009,0,64000000,10000000,14000000," 6,40,00,000 "
 News ,GBR,London,1,2014-01,2014-Q1,2014,40860,0,0,0,"40,860"
 Security ,USA,Boston,3,1998-01,1998-Q1,1998,0,52000000,0,25000000," 5,20,00,000 "
 Web Hosting ,USA,Newark,1,2000-01,2000-Q1,2000,0,15000000,0,15000000," 1,50,00,000 "
 Software ,USA,Minneapolis,1,2002-01,2002-Q1,2002,0,602917,0,0," 6,02,917 "
 Enterprise Software ,USA,San Diego,1,2013-01,2013-Q1,2013,25000,0,0,0,"25,000"
 Trusted Networks ,,,1,2011-02,2011-Q1,2011,85000,0,0,0,"85,000"
 Mobile Games ,USA,Detroit,1,2013-01,2013-Q1,2013,0,0,0,0,"25,000"
 News ,IND,IND - Other,1,,,,0,0,0,0, -   
 Health Care ,USA,"Portland, Oregon",2,2012-11,2012-Q4,2012,750000,0,0,0," 10,40,000 "
 Video ,USA,"Washington, D.C.",2,2012-09,2012-Q3,2012,961000,0,0,0," 9,61,000 "
 Film ,CAN,Vancouver,1,2011-09,2011-Q3,2011,0,0,0,0, -   
 Curated Web ,USA,New York City,2,2012-02,2012-Q1,2012,1300000,749999,0,0," 20,49,999 "
 Advertising ,USA,SF Bay Area,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 Photography ,USA,SF Bay Area,1,2008-03,2008-Q1,2008,880000,0,0,0," 8,80,000 "
 Clean Technology ,CAN,Edmonton,1,,,,0,8800000,0,0," 88,00,000 "
 Software ,FRA,Picardie,1,,,,0,0,0,0, -   
,,,1,,,,0,0,0,0, -   
 E-Commerce ,RUS,St. Petersburg,1,,,,30000,0,0,0,"30,000"
 Home & Garden ,USA,SF Bay Area,2,2012-01,2012-Q1,2012,1301000,0,0,0," 13,01,000 "
 Software ,GBR,London,2,2005-01,2005-Q1,2005,0,5000000,0,0," 50,00,000 "
,USA,"Washington, D.C.",2,,,,0,17203570,0,0," 2,23,17,929 "
 Fashion ,,,1,2011-01,2011-Q1,2011,0,0,0,0," 1,00,000 "
 Professional Services ,USA,ID - Other,1,2013-11,2013-Q4,2013,0,0,0,0, -   
 Brand Marketing ,SWE,Stockholm,2,2014-01,2014-Q1,2014,0,0,0,0," 1,23,303 "
 Internet Marketing ,USA,SF Bay Area,1,,,,0,0,0,0, -   
 Social Network Media ,USA,SF Bay Area,2,2012-04,2012-Q2,2012,1000000,0,0,0," 13,00,000 "
 Social Media ,,,2,,,,115000,0,0,0," 1,15,000 "
,USA,UT - Other,1,,,,0,0,0,0, -   
 E-Commerce ,SGP,Singapore,2,,,,0,778000,778000,0," 7,78,000 "
 Health Care ,USA,SF Bay Area,2,2011-08,2011-Q3,2011,420000,0,0,0," 4,20,000 "
 E-Commerce ,USA,Ft. Lauderdale,1,,,,0,150000,0,0," 1,50,000 "
 Sales and Marketing ,AUS,Sydney,2,2012-10,2012-Q4,2012,60000,0,0,0," 3,60,000 "
 Social Recruiting ,IRL,Dublin,1,2012-10,2012-Q4,2012,0,1625000,1625000,0," 16,25,000 "
 Real Estate ,USA,CA - Other,1,2002-04,2002-Q2,2002,275000,0,0,0," 2,75,000 "
 Web Tools ,,,1,2010-10,2010-Q4,2010,3500000,0,0,0," 35,00,000 "
 Information Services ,AUT,Vienna,1,2009-08,2009-Q3,2009,0,0,0,0,"50,576"
 Personal Finance ,DEU,Berlin,3,2010-01,2010-Q1,2010,855924,0,0,0," 8,55,924 "
 Advertising ,DEU,Munich,1,2007-02,2007-Q1,2007,0,0,0,0, -   
 Fashion ,USA,New York City,4,2004-01,2004-Q1,2004,500000,29900000,4300000,5600000," 3,04,00,000 "
 Enterprises ,USA,Dallas,1,2001-09,2001-Q3,2001,0,9000000,0,0," 90,00,000 "
 Health Care ,USA,Worcester,1,,,,0,0,0,0," 5,00,000 "
 Fashion ,,,4,2012-01,2012-Q1,2012,0,11327658,3327658,8000000," 1,44,04,676 "
 Software ,USA,Nashville,1,2011-01,2011-Q1,2011,0,375000,0,0," 3,75,000 "
 Virtualization ,USA,Atlanta,2,2008-04,2008-Q2,2008,0,18500000,8500000,10000000," 1,85,00,000 "
 Health and Wellness ,USA,San Diego,2,2012-01,2012-Q1,2012,4250000,7500000,7500000,0," 1,17,50,000 "
 Hardware + Software ,USA,SF Bay Area,1,,,,0,11600000,11600000,0," 1,16,00,000 "
 Security ,USA,Boston,1,2001-01,2001-Q1,2001,0,2750000,0,2750000," 27,50,000 "
 Retail ,USA,Boston,4,2001-01,2001-Q1,2001,0,38350000,10000000,0," 7,27,00,000 "
 Semiconductors ,USA,SF Bay Area,2,2002-01,2002-Q1,2002,0,3000000,3000000,0," 50,00,000 "
 Biotechnology ,USA,Anaheim,2,2011-01,2011-Q1,2011,0,1399997,1399997,0," 13,99,997 "
 Health Care ,AUT,Vienna,1,,,,0,0,0,0, -   
 Software ,USA,SF Bay Area,1,,,,0,250000,250000,0," 2,50,000 "
 Automotive ,SWE,Stockholm,1,2008-04,2008-Q2,2008,0,2000000,2000000,0," 20,00,000 "
 Curated Web ,USA,SF Bay Area,3,2007-02,2007-Q1,2007,0,181000,181000,0," 31,81,000 "
 Analytics ,GBR,Newcastle,2,2013-08,2013-Q3,2013,201777,0,0,0," 2,01,777 "
 Software ,USA,Seattle,1,2011-12,2011-Q4,2011,125000,0,0,0," 1,25,000 "
 Health and Wellness ,USA,New York City,1,2006-01,2006-Q1,2006,0,0,0,0,"50,000"
 Software ,USA,SF Bay Area,1,2011-12,2011-Q4,2011,0,10000000,10000000,0," 1,00,00,000 "
 Software ,USA,NY - Other,1,2010-08,2010-Q3,2010,0,0,0,0, -   
 Security ,GBR,Rotherham,1,,,,0,177000,0,0," 1,77,000 "
 E-Commerce ,,,1,2012-05,2012-Q2,2012,0,0,0,0, -   
,CAN,BC - Other,1,,,,0,76500,0,0,"76,500"
 E-Commerce ,USA,Portsmouth,1,2011-01,2011-Q1,2011,125000,0,0,0," 1,25,000 "
 Health Care ,USA,Raleigh,5,2001-01,2001-Q1,2001,0,114000000,0,0," 17,70,00,000 "
 Software ,USA,Detroit,3,2011-08,2011-Q3,2011,0,0,0,0,"78,600"
 Curated Web ,ESP,Valencia,1,2013-10,2013-Q4,2013,0,0,0,0, -   
 E-Commerce ,CHL,Santiago,1,2010-01,2010-Q1,2010,40000,0,0,0,"40,000"
 Mobile Payments ,USA,New York City,5,2012-03,2012-Q1,2012,65000,0,0,0,"65,000"
,ITA,Turin,1,,,,64634,0,0,0,"64,634"
 Curated Web ,USA,Palm Beaches,3,2007-01,2007-Q1,2007,0,7819999,0,0," 78,19,999 "
,,,1,2010-01,2010-Q1,2010,0,0,0,0, -   
 Travel ,USA,"Washington, D.C.",1,,,,0,0,0,0," 2,25,000 "
,USA,Cleveland,1,,,,0,0,0,0," 4,25,000 "
 Medical Devices ,USA,Philadelphia,1,,,,0,0,0,0, -   
 Hardware + Software ,USA,Pittsburgh,4,2006-01,2006-Q1,2006,0,1450000,0,0," 18,25,000 "
 Clean Technology ,USA,SF Bay Area,1,2008-01,2008-Q1,2008,0,1602500,0,0," 16,02,500 "
 Biotechnology ,USA,Newark,1,1987-01,1987-Q1,1987,0,7051572,0,0," 70,51,572 "
 Clean Technology ,CAN,Toronto,5,2005-01,2005-Q1,2005,0,24982000,0,19000000," 2,49,82,000 "
 Clean Technology ,,,1,,,,0,5000000,5000000,0," 50,00,000 "
 Biotechnology ,,,1,2011-10,2011-Q4,2011,0,0,0,0," 5,00,000 "
 Natural Gas Uses ,USA,Dallas,1,,,,0,0,0,0," 40,00,00,000 "
 Clean Technology ,USA,Las Vegas,1,,,,0,0,0,0," 24,87,500 "
 Health Care ,USA,San Diego,1,,,,0,1000000,0,0," 10,00,000 "
,USA,Newark,1,,,,0,2300000,0,0," 23,00,000 "
 Biotechnology ,USA,Chicago,2,2010-01,2010-Q1,2010,850000,595000,0,0," 14,45,000 "
 Biotechnology ,USA,"Washington, D.C.",3,,,,0,2550000,0,0," 25,50,000 "
 Biotechnology ,NLD,Amsterdam,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 Health Care ,USA,Phoenix,1,,,,0,5300000,0,0," 53,00,000 "
 Biotechnology ,,,1,2000-03,2000-Q1,2000,0,0,0,0, -   
 Software ,USA,Hagerstown,5,,,,0,18350000,3600000,10750000," 2,33,50,000 "
 Biotechnology ,ISR,ISR - Other,1,,,,0,10000000,0,0," 1,00,00,000 "
 Biotechnology ,USA,"Washington, D.C.",1,2009-01,2009-Q1,2009,0,7891875,0,0," 78,91,875 "
 Biotechnology ,JPN,Tokyo,4,2006-03,2006-Q1,2006,1600000,19400000,4200000,6000000," 2,10,00,000 "
 Health Care ,USA,Nashville,1,2012-01,2012-Q1,2012,0,4537001,0,0," 45,37,001 "
 Public Relations ,USA,Baltimore,1,2014-04,2014-Q2,2014,0,0,0,0, -   
 Enterprise Software ,USA,Phoenix,1,2012-04,2012-Q2,2012,250000,0,0,0," 2,50,000 "
 Internet ,SRB,Belgrade,1,2009-03,2009-Q1,2009,3235500,0,0,0," 32,35,500 "
 Biotechnology ,USA,Lexington,1,1997-01,1997-Q1,1997,0,0,0,0," 15,00,000 "
 Curated Web ,USA,SF Bay Area,1,,,,0,0,0,0, -   
 Big Data ,,,1,2012-01,2012-Q1,2012,45112,0,0,0,"45,112"
 Real Estate ,IND,New Delhi,1,2008-02,2008-Q1,2008,0,0,0,0,"2,000"
 Health and Wellness ,USA,Chicago,2,2011-01,2011-Q1,2011,392500,0,0,0," 3,92,500 "
 Software ,USA,Cleveland,1,2012-12,2012-Q4,2012,0,0,0,0,"20,000"
 Health Care ,USA,San Diego,2,2007-09,2007-Q3,2007,0,9999992,0,0," 3,49,99,992 "
,,,1,2014-02,2014-Q1,2014,0,0,0,0, -   
 Finance ,USA,Ontario - Inland Empire,1,2013-07,2013-Q3,2013,0,0,0,0," 1,90,000 "
,USA,Tampa,1,1976-01,1976-Q1,1976,0,0,0,0, -   
 Health and Wellness ,USA,Phoenix,1,,,,25000,0,0,0,"25,000"
 Health Care ,USA,Baltimore,1,2012-10,2012-Q4,2012,100000,0,0,0," 1,00,000 "
 Health and Wellness ,CHL,Santiago,1,2012-01,2012-Q1,2012,40000,0,0,0,"40,000"
 Advertising ,JPN,Tokyo,1,2008-05,2008-Q2,2008,37397,0,0,0,"37,397"
 Analytics ,USA,Raleigh,1,1924-01,1924-Q1,1924,0,0,0,0," 3,50,00,000 "
 Mobile ,USA,Baltimore,2,2010-01,2010-Q1,2010,20000,0,0,0," 3,50,000 "
 Software ,CYP,Cyprus,1,2007-01,2007-Q1,2007,0,0,0,0, -   
 Biotechnology ,GBR,GBR - Other,2,2002-01,2002-Q1,2002,0,4734165,2000000,2734165," 47,34,165 "
 E-Commerce ,USA,San Diego,1,,,,0,0,0,0," 8,50,000 "
 Clean Technology ,PER,PER - Other,1,2009-01,2009-Q1,2009,40000,0,0,0,"40,000"
 Education ,,,1,2013-04,2013-Q2,2013,20000,0,0,0,"20,000"
 Games ,CHN,Beijing,3,2008-01,2008-Q1,2008,0,1500000,0,0," 30,00,000 "
 Software ,USA,Tampa,1,1991-05,1991-Q2,1991,0,2000000,0,0," 20,00,000 "
 Internet ,USA,KS - Other,1,2011-01,2011-Q1,2011,0,566319,0,0," 5,66,319 "
,,,1,,,,100000,0,0,0," 1,00,000 "
 Advertising ,USA,SF Bay Area,1,2006-01,2006-Q1,2006,0,10000000,10000000,0," 1,00,00,000 "
 Enterprise Software ,USA,SF Bay Area,4,2011-01,2011-Q1,2011,0,69000000,9000000,20000000," 6,90,00,000 "
 Health and Wellness ,USA,Nashville,1,2010-08,2010-Q3,2010,0,0,0,0, -   
 Analytics ,USA,Newark,2,2012-08,2012-Q3,2012,125000,0,0,0," 1,25,000 "
 Hospitality ,USA,New York City,2,2010-01,2010-Q1,2010,0,60000000,0,0," 9,00,00,000 "
 Analytics ,GBR,Lancaster,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Games ,USA,Los Angeles,1,,,,0,0,0,0, -   
 Software ,USA,Raleigh,1,1997-01,1997-Q1,1997,0,1000000,0,0," 10,00,000 "
 Software ,CHE,CHE - Other,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Private Social Networking ,CAN,Toronto,1,,,,700000,0,0,0," 7,00,000 "
 E-Commerce ,USA,"Washington, D.C.",4,2007-01,2007-Q1,2007,3100000,10249056,8250000,0," 1,43,08,892 "
 Startups ,USA,Philadelphia,2,2010-09,2010-Q3,2010,0,6000000,6000000,0," 60,00,000 "
 E-Commerce ,USA,"Washington, D.C.",1,2009-01,2009-Q1,2009,0,1300000,0,0," 13,00,000 "
 Hardware + Software ,DEU,Berlin,4,2013-01,2013-Q1,2013,2662000,0,0,0," 27,99,000 "
 Transportation ,USA,SF Bay Area,11,2008-11,2008-Q4,2008,50000,51850000,26850000,25000000," 5,25,00,000 "
 Software ,USA,Newark,1,2007-01,2007-Q1,2007,0,5303380,0,0," 53,03,380 "
 Apps ,USA,SF Bay Area,1,2013-05,2013-Q2,2013,0,9000000,0,0," 90,00,000 "
 Enterprise Software ,USA,Newark,1,2005-01,2005-Q1,2005,0,4000000,0,4000000," 40,00,000 "
 Analytics ,USA,Los Angeles,1,2011-09,2011-Q3,2011,0,0,0,0, -   
,,,1,2014-01,2014-Q1,2014,18000,0,0,0,"18,000"
 Enterprise Software ,USA,Denver,3,2010-01,2010-Q1,2010,360000,140000,0,0," 5,00,000 "
 Software ,USA,Raleigh,1,2003-01,2003-Q1,2003,149074,0,0,0," 1,49,074 "
 Online Shopping ,IND,New Delhi,1,2012-01,2012-Q1,2012,0,1000000,0,0," 10,00,000 "
 News ,RUS,Moscow,1,2010-12,2010-Q4,2010,2623000,0,0,0," 26,23,000 "
 Biotechnology ,AUS,Brisbane,1,2003-01,2003-Q1,2003,0,0,0,0," 7,50,000 "
 SaaS ,USA,SF Bay Area,1,2011-05,2011-Q2,2011,0,0,0,0, -   
 Manufacturing ,USA,Austin,1,2011-08,2011-Q3,2011,0,0,0,0, -   
 Messaging ,USA,Boston,2,,,,0,32500000,0,0," 3,25,00,000 "
 Development Platforms ,IND,Mumbai,2,2007-01,2007-Q1,2007,0,0,0,0," 2,25,00,00,000 "
 Biotechnology ,USA,SF Bay Area,1,2001-01,2001-Q1,2001,0,15000000,0,0," 1,50,00,000 "
 Medical Devices ,USA,Houston,1,2013-01,2013-Q1,2013,0,10800000,0,0," 1,08,00,000 "
 Biotechnology ,USA,SF Bay Area,2,2004-01,2004-Q1,2004,0,50000000,0,0," 5,00,00,000 "
 Software ,USA,SC - Other,1,2012-04,2012-Q2,2012,0,0,0,0, -   
 Data Visualization ,NOR,Oslo,3,2013-03,2013-Q1,2013,1030000,0,0,0," 11,40,000 "
 Clean Technology ,USA,Spokane,4,1995-01,1995-Q1,1995,0,29000000,0,0," 2,90,00,000 "
 Medical ,USA,Fayetteville,1,2008-03,2008-Q1,2008,0,0,0,0, -   
 Mobile ,,,1,2011-04,2011-Q2,2011,0,0,0,0, -   
 Biotechnology ,USA,Philadelphia,4,2007-01,2007-Q1,2007,0,26051110,11000000,0," 2,62,31,110 "
 Games ,USA,Anaheim,2,,,,0,17292326,0,16000000," 1,72,92,326 "
 Big Data ,USA,"Charleston, South Carolina",1,2010-04,2010-Q2,2010,0,0,0,0, -   
 Biotechnology ,USA,Ft. Lauderdale,1,2008-01,2008-Q1,2008,0,700000,0,0," 7,00,000 "
 Software ,USA,SF Bay Area,1,,,,1000000,0,0,0," 10,00,000 "
 Manufacturing ,USA,Detroit,2,1994-01,1994-Q1,1994,0,7000000,0,0," 70,00,000 "
 Social Travel ,JPN,Tokyo,1,,,,0,3100000,0,0," 31,00,000 "
 Health Care ,USA,SF Bay Area,8,2007-10,2007-Q4,2007,0,255729847,33000000,140129747," 35,71,29,887 "
 Hardware + Software ,GBR,GBR - Other,1,,,,0,1990000,0,0," 19,90,000 "
 Messaging ,,,1,2008-11,2008-Q4,2008,0,0,0,0, -   
 Product Development Services ,USA,Austin,2,2012-04,2012-Q2,2012,0,100000,0,0," 1,00,000 "
 Public Relations ,USA,Las Vegas,3,2007-01,2007-Q1,2007,0,4251497,0,0," 60,51,497 "
,USA,Chicago,1,,,,0,1857042,0,0," 18,57,042 "
 Health and Wellness ,USA,Baltimore,2,1954-01,1954-Q1,1954,0,0,0,0," 30,10,00,000 "
